A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35
-0.0070177143675081745,-0.000607302260221113,0.002146543757418028,0.002384296892308417,0.013423929983267264,-0.03929519404465737,-0.01898784081556171,0.0075260697377448295,-0.013332317532236623,0.12341300046746856,-0.02728132075691129,-0.002144024231642225,0.0002543163270663587,-0.0,-0.002438305357771165,0.002080508826685842,-0.0012077982786046321,-0.009335637967226253,-7.222977347323265e-05,-0.00035994583136458316,-0.07558980867417209,-0.026303245146562942,0.00644544369039459,-0.003962614138085479,6.189580923492216e-05,0.016420310984758168,0.0044701777402335035,-0.0,0.0012672086564069413,-0.0001303468991657306,-0.0012765411656474061,0.002943135611491676,-0.21304760202600012,0.004241684171391318,0.02926849832982302,-0.001977607496224118
-0.0070177143675081745,-0.000607302260221113,0.002146543757418028,0.002384296892308417,0.013423929983267264,0.044311601795039166,-0.01898784081556171,0.0075260697377448295,0.008523940717331611,-0.27469345265339773,-0.02728132075691129,0.019296218084780024,0.0002543163270663587,-0.0,-0.002438305357771165,0.002080508826685842,-0.0012077982786046321,-0.009335637967226253,-7.222977347323265e-05,-0.00035994583136458316,-0.07558980867417209,0.006169897009687604,0.00644544369039459,-0.003962614138085479,6.189580923492216e-05,-0.006385676494072621,0.0044701777402335035,-0.0,0.0012672086564069413,-0.0001303468991657306,-0.0012765411656474061,0.002943135611491676,0.16072012082663165,0.004241684171391318,0.02926849832982302,0.005085276418862017
-0.0070177143675081745,-0.000607302260221113,0.002146543757418028,0.002384296892308417,-0.027254645723603227,-0.03929519404465737,-0.01898784081556171,0.0075260697377448295,-0.013332317532236623,0.12341300046746856,0.03925848596726259,-0.002144024231642225,-0.00013693956072803926,-0.0,-0.05120441251319443,0.002080508826685842,-0.0012077982786046321,-0.009335637967226253,-7.222977347323265e-05,-0.00035994583136458316,-0.07558980867417209,-0.026303245146562942,0.00644544369039459,-0.003962614138085479,6.189580923492216e-05,-0.006385676494072621,0.0044701777402335035,-0.0,0.0012672086564069413,-0.0001303468991657306,-0.0012765411656474061,0.002943135611491676,0.16072012082663165,0.004241684171391318,-0.08780549498946906,-0.001977607496224118
-0.0070177143675081745,-0.000607302260221113,0.002146543757418028,0.002384296892308417,-0.027254645723603227,-0.03929519404465737,-0.01898784081556171,0.0075260697377448295,0.008523940717331611,0.12341300046746856,-0.02728132075691129,-0.002144024231642225,0.0002543163270663587,-0.0,-0.002438305357771165,0.002080508826685842,-0.0012077982786046321,-0.009335637967226253,-7.222977347323265e-05,-0.00035994583136458316,-0.07558980867417209,0.006169897009687604,0.00644544369039459,0.0059439212071282195,6.189580923492216e-05,-0.006385676494072621,0.0044701777402335035,-0.0,0.0012672086564069413,-0.0001303468991657306,-0.0012765411656474061,0.002943135611491676,0.16072012082663165,0.004241684171391318,0.02926849832982302,-0.001977607496224118
-0.0070177143675081745,-0.000607302260221113,0.002146543757418028,0.002384296892308417,-0.027254645723603227,-0.03929519404465737,-0.01898784081556171,0.0075260697377448295,0.008523940717331611,-0.27469345265339773,-0.02728132075691129,-0.002144024231642225,0.0002543163270663587,-0.0,-0.002438305357771165,0.002080508826685842,-0.0012077982786046321,-0.009335637967226253,-7.222977347323265e-05,-0.00035994583136458316,0.42834224915364183,0.006169897009687604,0.00644544369039459,-0.003962614138085479,6.189580923492216e-05,-0.006385676494072621,0.0044701777402335035,-0.0,0.0012672086564069413,-0.0001303468991657306,-0.0012765411656474061,0.002943135611491676,0.16072012082663165,0.004241684171391318,0.02926849832982302,-0.001977607496224118
0.07095688971591599,-0.000607302260221113,-0.03362918553288244,0.002384296892308417,0.013423929983267264,0.044311601795039166,-0.01898784081556171,0.0075260697377448295,0.008523940717331611,0.12341300046746856,0.03925848596726259,-0.002144024231642225,-0.00013693956072803926,-0.0,-0.002438305357771165,0.002080508826685842,-0.0012077982786046321,0.024005926201438932,-7.222977347323265e-05,-0.00035994583136458316,-0.07558980867417209,0.006169897009687604,0.00644544369039459,0.0059439212071282195,6.189580923492216e-05,-0.006385676494072621,0.0044701777402335035,-0.0,0.0012672086564069413,-0.0001303468991657306,0.005815354199060407,0.002943135611491676,-0.21304760202600012,-0.005398507127225315,-0.08780549498946906,-0.001977607496224118
-0.0070177143675081745,-0.000607302260221113,0.002146543757418028,0.002384296892308417,0.013423929983267264,0.044311601795039166,-0.01898784081556171,0.0075260697377448295,0.008523940717331611,-0.27469345265339773,-0.02728132075691129,-0.002144024231642225,-0.00013693956072803926,-0.0,-0.002438305357771165,0.002080508826685842,-0.0012077982786046321,-0.009335637967226253,-7.222977347323265e-05,-0.00035994583136458316,-0.07558980867417209,0.006169897009687604,0.00644544369039459,-0.003962614138085479,6.189580923492216e-05,-0.006385676494072621,0.0044701777402335035,-0.0,0.0012672086564069413,-0.0001303468991657306,-0.0012765411656474061,0.002943135611491676,0.16072012082663165,-0.005398507127225315,0.02926849832982302,0.005085276418862017
-0.0070177143675081745,0.01963610641381599,0.002146543757418028,0.002384296892308417,-0.027254645723603227,-0.03929519404465737,-0.01898784081556171,0.0075260697377448295,-0.013332317532236623,0.12341300046746856,-0.02728132075691129,-0.002144024231642225,-0.00013693956072803926,-0.0,-0.002438305357771165,0.002080508826685842,-0.0012077982786046321,0.024005926201438932,-7.222977347323265e-05,-0.00035994583136458316,0.42834224915364183,-0.026303245146562942,0.00644544369039459,-0.003962614138085479,6.189580923492216e-05,0.016420310984758168,0.0044701777402335035,-0.0,0.0012672086564069413,-0.0001303468991657306,-0.0012765411656474061,0.002943135611491676,-0.21304760202600012,-0.005398507127225315,0.02926849832982302,0.005085276418862017
-0.0070177143675081745,0.01963610641381599,0.002146543757418028,0.002384296892308417,0.013423929983267264,-0.03929519404465737,-0.01898784081556171,0.0075260697377448295,0.008523940717331611,-0.27469345265339773,0.03925848596726259,-0.002144024231642225,-0.00013693956072803926,-0.0,-0.002438305357771165,-0.06726978539617556,-0.0012077982786046321,0.024005926201438932,-7.222977347323265e-05,-0.00035994583136458316,-0.07558980867417209,0.006169897009687604,0.00644544369039459,-0.003962614138085479,6.189580923492216e-05,-0.006385676494072621,0.0044701777402335035,-0.0,0.0012672086564069413,-0.0001303468991657306,-0.0012765411656474061,0.002943135611491676,0.16072012082663165,-0.005398507127225315,0.02926849832982302,-0.001977607496224118
-0.0070177143675081745,-0.000607302260221113,0.002146543757418028,0.002384296892308417,0.013423929983267264,-0.03929519404465737,-0.01898784081556171,0.0075260697377448295,0.008523940717331611,0.12341300046746856,-0.02728132075691129,-0.002144024231642225,0.0002543163270663587,-0.0,-0.002438305357771165,0.002080508826685842,-0.0012077982786046321,-0.009335637967226253,-7.222977347323265e-05,-0.00035994583136458316,0.42834224915364183,0.006169897009687604,0.00644544369039459,-0.003962614138085479,6.189580923492216e-05,-0.006385676494072621,0.0044701777402335035,-0.0,0.0012672086564069413,-0.0001303468991657306,-0.0012765411656474061,0.002943135611491676,0.16072012082663165,0.004241684171391318,0.02926849832982302,-0.001977607496224118
-0.0070177143675081745,-0.000607302260221113,0.002146543757418028,0.002384296892308417,0.013423929983267264,-0.03929519404465737,0.02969893050639139,-0.021420352330504513,-0.013332317532236623,-0.27469345265339773,-0.02728132075691129,-0.002144024231642225,-0.00013693956072803926,-0.0,-0.002438305357771165,0.002080508826685842,-0.0012077982786046321,-0.009335637967226253,-7.222977347323265e-05,-0.00035994583136458316,-0.07558980867417209,0.006169897009687604,0.00644544369039459,-0.003962614138085479,6.189580923492216e-05,0.016420310984758168,0.0044701777402335035,-0.0,0.0012672086564069413,-0.0001303468991657306,-0.0012765411656474061,0.002943135611491676,-0.21304760202600012,-0.005398507127225315,0.02926849832982302,-0.001977607496224118
-0.0070177143675081745,-0.000607302260221113,0.002146543757418028,0.002384296892308417,-0.027254645723603227,0.044311601795039166,0.02969893050639139,0.0075260697377448295,-0.013332317532236623,0.12341300046746856,-0.02728132075691129,-0.002144024231642225,0.0002543163270663587,-0.0,-0.002438305357771165,0.002080508826685842,-0.0012077982786046321,-0.009335637967226253,-7.222977347323265e-05,-0.00035994583136458316,-0.07558980867417209,-0.026303245146562942,0.00644544369039459,0.0059439212071282195,6.189580923492216e-05,0.016420310984758168,0.0044701777402335035,-0.0,0.0012672086564069413,-0.0001303468991657306,-0.0012765411656474061,0.002943135611491676,-0.21304760202600012,0.004241684171391318,0.02926849832982302,-0.001977607496224118
-0.0070177143675081745,-0.000607302260221113,0.002146543757418028,0.002384296892308417,0.013423929983267264,-0.03929519404465737,-0.01898784081556171,0.0075260697377448295,-0.013332317532236623,0.12341300046746856,0.03925848596726259,-0.002144024231642225,-0.00013693956072803926,-0.0,0.04632780179765209,0.002080508826685842,-0.0012077982786046321,-0.009335637967226253,-7.222977347323265e-05,-0.00035994583136458316,0.42834224915364183,-0.026303245146562942,0.00644544369039459,-0.003962614138085479,6.189580923492216e-05,-0.006385676494072621,0.0044701777402335035,-0.0,0.0012672086564069413,-0.0001303468991657306,0.005815354199060407,0.002943135611491676,0.16072012082663165,0.004241684171391318,0.02926849832982302,-0.001977607496224118
-0.0070177143675081745,-0.000607302260221113,0.002146543757418028,0.002384296892308417,0.013423929983267264,0.044311601795039166,-0.01898784081556171,0.0075260697377448295,0.008523940717331611,0.12341300046746856,-0.02728132075691129,-0.002144024231642225,-0.00013693956072803926,-0.0,-0.002438305357771165,0.002080508826685842,-0.0012077982786046321,-0.009335637967226253,-7.222977347323265e-05,-0.00035994583136458316,0.42834224915364183,0.006169897009687604,0.00644544369039459,0.0059439212071282195,6.189580923492216e-05,-0.006385676494072621,0.0044701777402335035,-0.0,0.0012672086564069413,-0.0001303468991657306,-0.0012765411656474061,0.002943135611491676,0.16072012082663165,0.004241684171391318,0.02926849832982302,0.005085276418862017
-0.0070177143675081745,-0.000607302260221113,0.002146543757418028,0.002384296892308417,-0.027254645723603227,-0.03929519404465737,0.02969893050639139,0.0075260697377448295,0.008523940717331611,0.12341300046746856,-0.02728132075691129,-0.002144024231642225,0.0002543163270663587,-0.0,-0.002438305357771165,0.002080508826685842,-0.0012077982786046321,-0.009335637967226253,-7.222977347323265e-05,-0.00035994583136458316,-0.07558980867417209,0.006169897009687604,0.00644544369039459,-0.003962614138085479,6.189580923492216e-05,0.016420310984758168,-0.05938950426310226,-0.0,0.0012672086564069413,-0.0001303468991657306,-0.0012765411656474061,0.002943135611491676,-0.21304760202600012,0.004241684171391318,0.02926849832982302,0.005085276418862017
-0.0070177143675081745,0.01963610641381599,0.002146543757418028,-0.017484843876928394,0.013423929983267264,0.044311601795039166,-0.01898784081556171,0.0075260697377448295,0.008523940717331611,-0.27469345265339773,0.03925848596726259,-0.002144024231642225,-0.00013693956072803926,-0.0,-0.002438305357771165,0.002080508826685842,-0.0012077982786046321,0.024005926201438932,-7.222977347323265e-05,0.0024088682560552874,-0.07558980867417209,0.006169897009687604,0.00644544369039459,0.0059439212071282195,6.189580923492216e-05,-0.006385676494072621,0.0044701777402335035,-0.0,0.0012672086564069413,-0.0001303468991657306,0.005815354199060407,0.002943135611491676,-0.21304760202600012,-0.005398507127225315,0.02926849832982302,-0.001977607496224118
-0.0070177143675081745,-0.000607302260221113,0.002146543757418028,0.002384296892308417,0.013423929983267264,-0.03929519404465737,-0.01898784081556171,0.0075260697377448295,0.008523940717331611,0.12341300046746856,-0.02728132075691129,-0.002144024231642225,0.0002543163270663587,-0.0,-0.002438305357771165,0.002080508826685842,-0.0012077982786046321,-0.009335637967226253,-7.222977347323265e-05,-0.00035994583136458316,-0.07558980867417209,0.006169897009687604,-0.07412260243953779,0.0059439212071282195,6.189580923492216e-05,0.016420310984758168,0.0044701777402335035,-0.0,0.0012672086564069413,-0.0001303468991657306,-0.0012765411656474061,0.002943135611491676,0.16072012082663165,0.004241684171391318,0.02926849832982302,-0.001977607496224118
-0.0070177143675081745,-0.000607302260221113,0.002146543757418028,0.002384296892308417,0.013423929983267264,-0.03929519404465737,-0.01898784081556171,0.0075260697377448295,0.008523940717331611,-0.27469345265339773,-0.02728132075691129,0.019296218084780024,-0.00013693956072803926,-0.0,-0.002438305357771165,0.002080508826685842,-0.0012077982786046321,-0.009335637967226253,-7.222977347323265e-05,-0.00035994583136458316,-0.07558980867417209,0.006169897009687604,0.00644544369039459,-0.003962614138085479,6.189580923492216e-05,0.016420310984758168,0.0044701777402335035,-0.0,0.0012672086564069413,-0.0001303468991657306,-0.0012765411656474061,0.002943135611491676,0.16072012082663165,0.004241684171391318,0.02926849832982302,-0.001977607496224118
-0.0070177143675081745,-0.000607302260221113,0.002146543757418028,0.002384296892308417,0.013423929983267264,-0.03929519404465737,-0.01898784081556171,0.0075260697377448295,0.008523940717331611,-0.27469345265339773,0.03925848596726259,-0.002144024231642225,-0.00013693956072803926,-0.0,0.04632780179765209,0.002080508826685842,-0.0012077982786046321,-0.009335637967226253,-7.222977347323265e-05,-0.00035994583136458316,-0.07558980867417209,0.006169897009687604,0.00644544369039459,0.0059439212071282195,6.189580923492216e-05,-0.006385676494072621,0.0044701777402335035,-0.0,0.0012672086564069413,-0.0001303468991657306,-0.0012765411656474061,0.002943135611491676,0.16072012082663165,0.004241684171391318,0.02926849832982302,-0.001977607496224118
-0.0070177143675081745,-0.000607302260221113,0.002146543757418028,0.002384296892308417,0.013423929983267264,0.044311601795039166,-0.01898784081556171,0.0075260697377448295,0.008523940717331611,-0.27469345265339773,-0.02728132075691129,-0.002144024231642225,-0.00013693956072803926,-0.0,-0.002438305357771165,0.002080508826685842,-0.0012077982786046321,0.024005926201438932,-7.222977347323265e-05,-0.00035994583136458316,0.42834224915364183,0.006169897009687604,0.00644544369039459,0.0059439212071282195,6.189580923492216e-05,0.016420310984758168,0.0044701777402335035,-0.0,0.0012672086564069413,-0.0001303468991657306,-0.0012765411656474061,0.002943135611491676,-0.21304760202600012,-0.005398507127225315,0.02926849832982302,0.005085276418862017
-0.0070177143675081745,-0.000607302260221113,0.002146543757418028,0.002384296892308417,0.013423929983267264,-0.03929519404465737,-0.01898784081556171,0.0075260697377448295,0.008523940717331611,-0.27469345265339773,0.03925848596726259,-0.002144024231642225,-0.00013693956072803926,-0.0,-0.002438305357771165,0.002080508826685842,-0.0012077982786046321,-0.009335637967226253,-7.222977347323265e-05,-0.00035994583136458316,-0.07558980867417209,0.006169897009687604,0.00644544369039459,0.0059439212071282195,6.189580923492216e-05,-0.006385676494072621,0.0044701777402335035,-0.0,0.0012672086564069413,-0.0001303468991657306,-0.0012765411656474061,0.002943135611491676,0.16072012082663165,0.004241684171391318,0.02926849832982302,-0.001977607496224118
-0.0070177143675081745,-0.000607302260221113,0.002146543757418028,0.002384296892308417,0.013423929983267264,-0.03929519404465737,0.02969893050639139,-0.021420352330504513,-0.013332317532236623,0.12341300046746856,0.03925848596726259,-0.002144024231642225,-0.00013693956072803926,-0.0,-0.002438305357771165,0.002080508826685842,-0.0012077982786046321,-0.009335637967226253,-7.222977347323265e-05,-0.00035994583136458316,-0.07558980867417209,0.006169897009687604,0.00644544369039459,-0.003962614138085479,6.189580923492216e-05,-0.006385676494072621,0.0044701777402335035,-0.0,0.0012672086564069413,-0.0001303468991657306,-0.0012765411656474061,0.002943135611491676,0.16072012082663165,0.004241684171391318,0.02926849832982302,-0.001977607496224118
